name,customizable_games,children's_games,thematic_games,strategy_games,abstract_games,family_games,wargames,party_games
Red Rising,0,0,0,0,0,0,0,0
Embrace an Angry Wind,0,0,0,0,0,0,1,0
Get Packing,0,0,0,0,0,0,0,0
Paratroop,0,0,0,0,0,0,1,0
Manifest,0,0,0,0,0,0,0,0
Geek Out!,0,0,0,0,0,0,0,1
CLUE: World of Harry Potter,0,0,0,0,0,0,0,0
NUTS! Second Edition: Europe 1944,0,0,0,0,0,0,1,0
Circus Maximus,0,0,0,0,0,0,0,0
War Stories: Liberty Road,0,0,0,0,0,0,1,0
"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",0,0,0,0,0,0,1,0
LOT,0,0,0,0,1,0,0,0
Alien 51: El ascensor,0,0,0,0,0,0,0,0
The War Game: World War II,0,0,0,0,0,0,1,0
Secret Night at Davis Manor,0,0,0,0,0,0,0,0
"The Balkan Wars: Prelude to Disaster, 1912-1913",0,0,0,0,0,0,1,0
Make 'n' Break Extreme,0,0,0,0,0,1,0,0
LANDER,0,0,0,0,0,0,0,0
Kreuzwort,0,0,0,0,0,0,0,0
Inchon: MacArthur's Gambit,0,0,0,0,0,0,1,0
Napoleon's Wheel,0,0,0,0,0,0,1,0
The Deception of Antiques: 12 Chinese Zodiac Bronze Heads,0,0,0,0,0,0,0,0
Baron Voodoo,0,0,0,0,0,0,0,0
Anno 1452,0,0,0,0,0,0,0,0
Bounce It-In Game,0,1,0,0,0,0,0,0
Lion of the North: The Dawn of Modern Warfare,0,0,0,0,0,0,1,0
"Warhammer 40,000: First Strike",0,0,0,0,0,0,0,0
Fickle,0,0,0,0,0,0,0,0
Dampfross 2,0,0,0,0,0,0,0,0
Nickelodeon Splat Attack!,0,0,0,0,0,0,0,0
Plunder: A Pirate's Life,0,0,0,0,0,0,0,0
Funky Chicken,0,0,0,0,0,0,0,0
Farfalia,0,0,0,0,0,0,0,0
Cosmocracy,0,0,0,0,0,0,0,0
Santorini: New York,0,0,0,0,0,0,0,0
"Patton's Vanguard: The Battle of Arracourt, 1944",0,0,0,0,0,0,1,0
Dawn: Rise of the Occulites,0,0,0,0,0,0,0,0
Across the Pacific,0,0,0,0,0,0,1,0
Conquest,0,0,0,1,1,0,0,0
Jumble Jam,0,0,0,0,0,0,0,0
Chitin: I,0,0,0,0,0,0,1,0
Dreams of Tomorrow,0,0,0,0,0,0,0,0
"Red Star/White Eagle: The Russo-Polish War, 1920 - Designer Signature Edition",0,0,0,0,0,0,1,0
Trajan: Ancient Wars Series,0,0,0,0,0,0,1,0
Rock'n Rodeo: Der Festivalmanager,0,0,0,0,0,0,0,0
Wurzburg: Soviet-American Combat in the '70's,0,0,0,0,0,0,1,0
1895 Namibia,0,0,0,1,0,0,0,0
Kacper Ryx i Król Żebraków,0,0,0,0,0,0,0,0
Doom Realm,0,0,0,0,0,0,0,0
Gear & Piston,0,0,0,0,0,1,0,0
Provincia Romana,0,0,0,1,0,0,0,0
Septikon: Uranium Wars,0,0,0,1,0,0,0,0
Moeraki: Kemu,0,0,0,0,0,0,0,0
A Blood-Red Banner: The Alamo,0,0,0,0,0,0,1,0
Masterpiece,0,0,0,0,0,1,0,0
Dungeon Brawler,0,0,0,0,0,0,0,0
Corona de Hierro,0,0,0,0,0,0,0,0
Mago Magino,0,1,0,0,0,0,0,0
Space Maze,0,0,0,0,0,1,0,0
Lose Your Shirt,0,0,0,0,0,0,0,0
Song of Drums and Shakos,0,0,0,0,0,0,1,0
The Suits: Season 1,0,0,0,0,0,0,0,0
Sleepers,0,0,0,0,1,0,0,0
POWERUP,0,0,0,0,0,0,0,0
"""Scratch One Flat Top!""",0,0,0,0,0,0,1,0
War For Chicken Island,0,0,0,0,0,0,0,0
Battleground Fantasy Warfare: Lizardmen,0,0,0,0,0,0,1,0
Pole Position,0,0,0,0,0,0,0,0
Iéna 1806,0,0,0,0,0,0,1,0
Railroad Ink Challenge: Lush Green Edition,0,0,0,0,0,0,0,0
CardFight!! Vanguard,0,0,0,0,0,0,0,0
Breakaway Football,0,0,0,0,0,0,0,0
Escape From Hades,0,0,0,0,0,0,1,0
Ace Detective,0,0,1,0,0,0,0,0
KIPP X,0,0,0,0,0,0,0,0
Watten,0,0,0,0,1,0,0,0
Dark December,0,0,0,0,0,0,1,0
Jacynth,0,0,0,0,0,0,0,0
March Madness,0,0,0,0,0,0,0,0
Drang Nach Osten!,0,0,0,0,0,0,1,0
Battlefold,0,0,0,0,0,0,0,0
Symphony,0,0,0,0,0,0,0,0
Sid Meier's Civilization: The Card Game,0,0,1,1,0,0,0,0
Orchard Ocean,0,0,0,0,0,0,0,0
Schüttel's,0,0,0,0,0,0,0,0
Necromunda: Dark Uprising,0,0,0,0,0,0,0,0
MOD X,0,0,0,0,1,0,0,0
Dune Express,0,0,0,1,0,1,0,0
America in Flames,0,0,0,0,0,0,1,0
Die Tore der Welt: Das Kartenspiel,0,0,0,0,0,0,0,0
Scotland Yard,0,0,0,0,0,0,0,0
Sevilla 1503,0,0,0,0,0,0,0,0
Five Seals of Magic,0,0,0,0,0,0,0,0
Visby,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0
Tornio '44,0,0,0,0,0,0,1,0
Over There,0,0,0,0,0,0,1,0
"1,2,3! Now you see me...",0,0,0,0,0,0,0,0
Punic Island: Campaign Commander Volume III,0,0,0,0,0,0,1,0
Combo Fighter: VS Pack 1,0,0,0,0,0,0,0,0
The Nightmare Before Christmas TCG,1,0,0,0,0,0,0,0
Budapest '45,0,0,0,0,0,0,1,0
Godforsaken Scavengers,0,0,0,0,0,0,0,0
Guns of August,0,0,0,0,0,0,1,0
Liberatores: The Conspiracy to Liberate Rome,0,0,0,0,0,0,0,0
Magic: The Gathering - Duel Decks: Nissa vs. Ob Nixilis,0,0,0,0,0,0,0,0
Sector 6,0,0,0,0,0,0,0,0
The Great Redoubt: A Game of the Battle of Borodino,0,0,0,0,0,0,1,0
Stories!,0,0,0,0,0,0,0,1
Legend of Zagor,0,0,0,0,0,0,0,0
Kuba,0,0,0,0,1,0,0,0
Catch a Falling Star,0,0,0,0,0,0,0,0
London & Northwestern,0,0,0,0,0,0,0,0
Torpedo Run!,0,1,0,0,0,0,1,0
Triangoli,0,0,0,0,0,0,0,0
Hero's Journey Home,0,0,0,0,0,0,0,0
War Between The States 1861-1865,0,0,0,0,0,0,1,0
Menu Masters,0,0,0,0,0,0,0,0
Slyville,0,0,0,0,0,0,0,0
Hand and Foot,0,0,0,0,0,1,0,0
Black Hole Council,0,0,0,0,0,0,0,0
Jubako,0,0,0,0,0,0,0,0
Conspiracy!,0,0,0,0,0,0,0,0
Schlacht am Buffet,0,0,0,0,0,0,0,0
Conflict of Alliances: Warring States,0,0,0,1,0,0,1,0
Envyra,0,0,0,0,0,0,0,0
Shinobi: War of Clans,0,0,0,0,0,0,0,0
Adventure Time Card Wars: Fionna vs Cake,0,0,0,0,0,0,0,0
Titans of Industry,0,0,0,0,0,0,0,0
Against All Odds,0,0,0,0,0,0,1,0
Mysthea: The Fall,0,0,0,0,0,0,0,0
Sub Search,0,0,0,0,0,1,1,0
Napoleon's Art of War: Eylau & Dresden,0,0,0,0,0,0,1,0
Legends of Boxing,0,0,0,0,0,0,0,0
SPY,0,0,0,0,0,0,0,0
Big Bang 13.7,0,0,0,0,0,0,0,0
Game Over,0,0,0,0,0,0,0,0
El Camarero,0,0,0,0,0,0,0,0
Funkoverse Strategy Game: Golden Girls 101 - Dorothy and Sophia,0,0,0,0,0,0,0,0
Drinking Fluxx,0,0,0,0,0,0,0,0
Elementum,0,0,0,0,0,0,0,0
Snapshot,0,0,0,0,0,0,1,0
Insecta,0,0,0,0,0,0,1,0
Showtime,0,0,0,0,0,0,0,0
"Ignorant Armies: The Iran-Iraq War, 1980-88",0,0,0,0,0,0,1,0
Guerra De Mitos III,0,0,0,0,0,0,0,0
Ortus,0,0,0,0,0,0,0,0
¡Abordaje!,0,0,0,0,0,0,0,0
Star Trek Red Alert,0,0,0,0,0,0,0,0
Connection Games,0,0,0,0,1,0,0,0
Sherwood Forest,0,0,1,1,0,0,0,0
Suzume-Jong,0,0,0,0,0,0,0,0
Battleground Fantasy Warfare: Undead Army,0,0,0,0,0,0,1,0
Alea Iacta Est,0,0,0,0,0,0,1,0
The Doom That Came to Atlantic City,0,0,0,0,0,0,0,0
War of Resistance,0,0,0,0,0,0,1,0
Manimals,0,1,0,0,0,0,0,0
The Headlines Game,0,0,0,0,0,0,0,0
oddball Aeronauts 2: Double the Trouble,0,0,0,0,0,0,0,0
Zimby Mojo,0,0,0,0,0,0,0,0
Days of Decision II,0,0,0,1,0,0,1,0
White Eagle Defiant: Poland 1939,0,0,0,0,0,0,1,0
MechWar '77: Tactical Armored Combat in the 1970's,0,0,0,0,0,0,1,0
Burnside Takes Command,0,0,0,0,0,0,1,0
King,0,0,0,0,0,0,0,0
Donburiko,0,0,0,0,0,0,0,0
Slap .45,0,0,0,0,0,0,0,1
Khe Sanh '68,0,0,0,0,0,0,1,0
Quackshot,0,1,0,0,0,0,0,0
Ghosts of the Moor,0,1,0,0,0,1,0,0
"Jacob Marley, Esq.",0,0,0,1,0,0,0,0
Wilderness Empires,0,0,0,0,0,0,1,0
Quatre Bras: Stalemate on the Brussels Road,0,0,0,0,0,0,1,0
A Raging Storm,0,0,0,0,0,0,1,0
Strange Aeons,0,0,1,0,0,0,1,0
The Wilson Wolfe Affair,0,0,0,0,0,0,0,0
Pathogenesis (Second Edition),0,0,0,0,0,0,0,0
Flying Lead,0,0,0,0,0,0,1,0
Murder in Greenrock Village Theatre,0,0,0,0,0,0,0,0
Animal Upon Animal: Christmas Edition,0,0,0,0,0,0,0,0
Quinto,0,0,0,0,1,0,0,0
Costa Ruana,0,0,0,0,0,0,0,0
Unanimo Party,0,0,0,0,0,0,0,0
Saga: The Crescent and The Cross,0,0,0,0,0,0,0,0
Battle for Biternia,0,0,0,0,0,0,0,0
Dig Down Dwarf (Second Edition),0,0,0,0,0,0,0,0
18NL,0,0,0,0,0,0,0,0
Crash Test Bunnies,0,0,0,0,0,0,0,0
Palacio de Viana,0,0,0,0,0,0,0,0
Spanish Main,0,0,0,1,0,0,0,0
Havok & Hijinks,0,0,0,0,0,1,0,0
Serbia the Defiant / Romania: Transylvanian Gambit,0,0,0,0,0,0,1,0
Bar-Lev: The 1973 Arab-Israeli War,0,0,0,0,0,0,1,0
Perplexus Twist,0,0,0,0,0,0,0,0
Gruff: Stuff of Nightmares,0,0,0,0,0,0,0,0
Carcosa,0,0,0,0,0,0,0,0
Zura,0,0,0,0,0,1,0,0
Kahmaté,0,0,0,0,0,0,0,0
Super Farmer,0,1,0,0,0,1,0,0
Four Battles of the Ancient World,0,0,0,0,0,0,1,0
Lincoln's War,0,0,0,0,0,0,1,0
Ikonikus,0,0,0,0,0,0,0,1
DC Comics Dice Masters: Justice Campaign Box,0,0,0,0,0,0,0,0
Der HeidelBÄR,0,0,0,0,0,0,0,0
Port Royal,0,0,0,0,0,0,0,0
NecronomiCards,0,0,0,0,0,0,0,0
Marrakesh,0,0,0,0,1,0,0,0
Advanced Tobruk System Basic Game 1a: Screaming Eagles,0,0,0,0,0,0,1,0
Warlord,0,0,0,0,0,0,0,0
Radiant: Offline Battle Arena,0,0,0,0,0,0,0,0
Alien Menace,0,0,0,0,0,0,0,0
The Hardest Days,0,0,0,0,0,0,1,0
Manno Monster,0,0,0,0,0,1,0,0
Hungarian Rhapsody: The Eastern Front in Hungary,0,0,0,0,0,0,1,0
Volta,0,0,0,0,0,0,0,0
Assyrian Wars,0,0,0,0,0,0,1,0
After the Holocaust: The Nuclear Devastation of America - Recovery and Reunification,0,0,0,1,0,0,1,0
Assassin's Creed: Brotherhood of Venice,0,0,0,0,0,0,0,0
Kampen om Norge,0,0,0,0,0,0,1,0
Deadlands: The Great Rail Wars,0,0,0,0,0,0,0,0
Pulp Detective,0,0,0,0,0,0,0,0
Mole Hill,0,0,0,0,1,0,0,0
Oni,0,0,0,0,0,0,0,0
Deluxe G.E.V.,0,0,0,0,0,0,1,0
A Song of Ice & Fire: Tabletop Miniatures Game - Free Folk Starter Set,0,0,0,0,0,0,0,0
Tri-Ba-Lance,0,0,0,0,0,0,0,0
*Star,0,0,0,0,1,0,0,0
Australian Railways,0,0,0,1,0,0,0,0
Dragon Face,0,0,0,0,0,0,0,0
Les Rois Francs,0,0,0,0,0,0,1,0
Breaking Bad: The Board Game,0,0,0,0,0,0,0,0
Coerceo,0,0,0,0,1,0,0,0
Warmachine: High Command - Faith & Fortune,0,0,0,0,0,0,0,0
Warzone: Universe Under Siege,0,0,0,0,0,0,1,0
Dollars to Donuts,0,0,0,0,0,0,0,0
Patton's First Victory: Tunisia,0,0,0,0,0,0,1,0
Warhammer: Age of Sigmar - The Rise & Fall of Anvalor,0,0,0,0,0,0,0,0
Storm Over Scandinavia,0,0,0,0,0,0,1,0
Dice Throne: Season One ReRolled - Treant v. Ninja,0,0,0,0,0,0,0,0
Vejen,0,0,0,0,0,0,0,0
Gorbachev: The Fall of Communism,0,0,0,0,0,0,0,0
Crime Zoom: Sa dernière carte,0,0,0,0,0,0,0,0
The African Campaign,0,0,0,0,0,0,1,0
22 Pommes,0,0,0,0,1,1,0,0
Fafnir,0,0,0,0,0,0,0,0
Burg der 1000 Spiegel,0,1,0,0,0,1,0,0
TaskForce: Naval Tactics and Operations in the 1980's,0,0,0,0,0,0,1,0
Omaha Beachhead: Battle for the Bocage,0,0,0,0,0,0,1,0
Final Fantasy VIII: Triple Triad,0,0,0,0,0,0,0,0
Beer Empire,0,0,0,0,0,0,0,0
London After Midnight 2: Sherlock in Hell,0,0,0,0,0,0,0,0
Global Powers,0,0,0,0,0,0,0,0
Manassas,0,0,0,0,0,0,1,0
Fist of Dragonstones: The Tavern Edition,0,0,0,0,0,0,0,0
Video Game High School,0,0,0,0,0,0,0,0
End of Empire: 1744-1782,0,0,0,0,0,0,1,0
Mystick Domination,0,0,0,0,0,0,0,0
Dork Tower,0,0,0,0,0,0,0,0
Pharaoh Code,0,0,0,0,0,0,0,0
The Battle of Adobe Walls,0,0,0,0,0,0,1,0
Funkoverse Strategy Game: Tim Burton's The Nightmare Before Christmas,0,0,0,0,0,0,0,0
Drôles de Zèbres,0,0,0,0,0,0,0,0
El portero Baldomero,0,0,0,0,0,0,0,0
Kingpin,0,0,0,1,1,0,0,0
Battleground Fantasy Warfare: Dwarves of Runegard,0,0,0,0,0,0,1,0
A Song of Ice & Fire: Tabletop Miniatures Game - Night's Watch Starter Set,0,0,0,0,0,0,0,0
Web and Starship,0,0,0,0,0,0,1,0
Namiji,0,0,0,0,0,0,0,0
Battlewagon,0,0,0,0,0,0,1,0
Birth of a Legend: Lee and the Seven Days,0,0,0,0,0,0,1,0
"Brute Force: The War in the West, 1940-1945",0,0,0,0,0,0,1,0
A Bridge Too Far: Operation Market Garden,0,0,0,0,0,0,1,0
Skirmish,0,0,0,0,0,0,1,0
INWO SubGenius,1,0,1,0,0,0,0,0
Shadows Upon Lassadar,0,0,0,0,0,0,0,0
1862,0,0,0,0,0,0,0,0
"Marita-Merkur: The Campaign in the Balkans, 1940-41",0,0,0,0,0,0,1,0
Deranged,0,0,0,0,0,0,0,0
Oriflamme: Ablaze,0,0,0,0,0,0,0,0
Ab durch die Mauer,0,0,0,0,0,0,0,0
Wallamoppi,0,0,0,0,0,0,0,0
El Mortal,0,0,0,0,0,0,0,0
Bloody Omaha: D-Day 1944,0,0,0,0,0,0,1,0
Anno Domini: Gesundheit und Ernährung,0,0,0,0,0,0,0,0
Dragon Boats of the Four Seas,0,0,0,0,0,0,0,0
Quissama,0,0,0,0,0,0,0,0
Group of Soviet Forces Germany,0,0,0,0,0,0,1,0
Unfinished Case of Holmes,0,0,0,0,0,0,0,0
Tony & Tino,0,0,0,0,0,0,0,0
Triad,0,0,0,0,0,0,0,0
Krosmaster: Arena - Duel Pack 2,0,0,0,0,0,0,0,0
Jungle,0,0,0,0,1,0,0,0
Carla Cat,0,1,0,0,0,0,0,0
Yomi Starter Set: Grave versus Jaina,0,0,0,0,0,0,0,0
Ucho Króla,0,0,0,0,0,0,0,0
Codenames: The Simpsons,0,0,0,0,0,0,0,0
Escape the Room: The Cursed Dollhouse,0,0,0,0,0,0,0,0
Journey to the Center of the Earth,0,0,0,0,0,0,0,0
Grand Imperialism,0,0,0,0,0,0,1,0
Coma Ward,0,0,0,0,0,0,0,0
Robin,0,0,0,0,0,1,0,0
They Shall Not Pass: The Battle of Verdun 1916,0,0,0,0,0,0,1,0
Inception,0,0,0,1,0,0,0,0
Hell Hath No Fury,0,0,0,0,0,0,1,0
Archaeology,0,0,0,0,0,0,0,0
Armata Strigoi,0,0,0,0,0,0,0,0
Auf Fotosafari in Ombagassa,0,0,0,0,0,0,0,0
Jungle Brunch,0,0,0,0,0,0,0,0
Desert Island,0,0,0,0,0,0,0,0
Expedition Sumatra,0,0,0,0,0,0,0,0
Kleine Helden,0,0,0,0,0,0,0,0
What's Missing?,0,0,0,0,0,0,0,0
Ocean Limbo,0,0,0,0,0,0,0,0
Woolfy,0,0,0,0,0,0,0,0
Star Viking,0,0,0,1,0,0,1,0
Patton in Flames,0,0,0,0,0,0,1,0
Zoff im Hühnerhof,0,1,0,0,0,0,0,0
Tesseract,0,0,0,0,0,0,0,0
Avec Infini Regret II,0,0,0,0,0,0,1,0
Vampire Radar,0,0,0,0,0,0,0,0
"Warhammer 40,000: Kill Team",0,0,0,0,0,0,0,0
On the Cards,0,0,0,0,0,0,0,0
"Iwo Jima: Valor of Arms, 19 Feb. - 25 March 1945",0,0,0,0,0,0,1,0
Star Wars Labyrinth,0,0,0,0,0,0,0,0
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",0,0,0,0,0,0,0,0
A las Barricadas! (2nd Edition),0,0,0,0,0,0,1,0
Corruption,0,0,0,1,0,1,0,0
"Dreadnought: Surface Combat in the Battleship Era, 1906-45",0,0,0,0,0,0,1,0
Iberian Railways,0,0,0,0,0,0,0,0
Castle Merchants,0,0,0,1,0,1,0,0
Skippity,0,0,0,0,0,0,0,0
Riga,0,0,0,0,0,0,0,0
War & Peace,0,0,0,0,0,0,1,0
Shogun Triumphant,0,0,0,0,0,0,1,0
Thunder's Edge,0,0,0,0,0,0,1,0
The Long Road,0,0,0,0,0,0,0,0
Gold River,0,0,0,0,0,0,0,0
A las Barricadas!,0,0,0,0,0,0,1,0
Nika,0,0,0,0,1,0,0,0
Pirates of the Caribbean PocketModel Game,0,0,0,0,0,0,0,0
Gamedec,0,0,0,0,0,0,0,0
Speakeasy,0,0,0,0,0,0,0,0
Expedition Altiplano,0,0,1,1,0,0,0,0
Tante Tarantel,0,1,0,0,0,0,0,0
The Mediterranean,0,0,0,0,0,0,1,0
Burgenland,0,0,0,0,0,0,0,0
The Refuge: Terror from the Deep,0,0,0,0,0,0,0,0
Galopp Royal,0,0,0,0,0,0,0,0
Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,0,0,0,0,0,0,1,0
The Genius Square,0,0,0,0,0,0,0,0
Power,0,0,0,0,1,0,1,0
Bruti,0,0,0,0,0,0,0,0
Phantom,0,0,0,0,0,0,0,0
Pitch'n Dunk,0,0,0,0,0,0,0,0
Kung Fur Fight!,0,0,0,0,0,0,0,0
Gauner raus!,0,0,0,0,0,0,0,0
18PA,0,0,0,0,0,0,0,0
48th Panzerkorps,0,0,0,0,0,0,1,0
"Lion of Judah: The War for Ethiopia, 1935-1941",0,0,0,0,0,0,1,0
Victory in Vietnam,0,0,0,0,0,0,1,0
Rummikub XP,0,0,0,0,1,0,0,0
Kazaam,0,0,0,0,0,0,0,0
Shiba Inu House,0,0,0,0,0,0,0,0
SeaSim,0,0,0,0,0,0,0,0
Cubulus,0,0,0,0,1,0,0,0
"Warhammer 40,000: Heroes of Black Reach - Drop Zone Demo Kit",0,0,0,0,0,0,0,0
Arvuutin,0,0,0,0,0,1,0,1
1800: Colorado,0,0,0,1,0,0,0,0
Magic: The Gathering - Duel Decks: Merfolk Vs. Goblins,0,0,0,0,0,0,0,0
Thinking Man's Golf,0,0,0,0,0,0,0,0
Alaska,0,0,0,0,0,1,0,0
The Solo System,0,0,0,0,0,0,0,0
Greentown,0,0,0,0,0,0,0,0
Battlefields of Olympus,0,0,0,1,0,0,0,0
C-Cross,0,0,0,0,0,0,0,0
Caligula,0,0,0,0,0,0,0,0
Listography: The Game,0,0,0,0,0,0,0,0
Galaxy's Edge,0,0,0,1,0,0,0,0
Operation Olympic: The Invasion of Japan 1 November 1945,0,0,0,0,0,0,1,0
Grand National Derby,0,0,0,1,0,0,0,0
Star Trek Chrono-Trek,0,0,0,0,0,0,0,0
Get Rich Quick,0,0,0,0,0,0,0,0
Skirmish Wars: Advance Tactics,0,0,0,0,0,0,1,0
Stockmarket,0,0,0,0,0,0,0,0
Battleground Fantasy Warfare: Men of Hawkshold,0,0,0,0,0,0,1,0
"Munchkin Warhammer 40,000",0,0,0,0,0,0,0,0
Start Frei,0,0,0,0,0,0,0,0
Windup War,0,0,0,0,0,0,0,0
Tinian: The Forgotten Battle,0,0,0,0,0,0,1,0
Piquet,0,0,0,0,0,0,0,0
Townsfolk Tussle,0,0,0,0,0,0,0,0
Pass the Bomb: Party Edition,0,0,0,0,0,0,0,0
Wutaki,0,0,0,0,0,0,0,0
Clocktowers,0,0,0,0,0,1,0,0
Ravenous River,0,0,0,0,0,0,0,0
Spaghetti,0,0,0,0,0,0,0,0
The Thing: The Boardgame,0,0,0,0,0,0,0,0
Holmes and Moriarty,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0
"Rabbit Island: Explore, Build, Conquer!",0,0,0,0,0,0,0,0
We Were Brothers,0,0,0,0,0,0,1,0
Wabbit Wampage,0,0,1,0,0,0,0,0
Flash 8,0,0,0,0,0,0,0,0
Das Labyrinth des Pharao,0,0,0,0,0,0,0,0
South Mountain,0,0,0,0,0,0,1,0
War in the Ice: The Battle for the Seventh Continent,0,0,0,0,0,0,1,0
Clonk!,0,0,0,0,0,0,0,0
Yom Kippur,0,0,0,0,0,0,1,0
Laska,0,0,0,0,1,0,0,0
Ettin,0,0,0,0,0,0,0,0
"June '44: The Struggle for Normandy, 1944",0,0,0,0,0,0,1,0
Junkyard Races,0,0,0,0,0,0,0,0
Ouro de Tolo,0,0,0,0,0,1,0,0
O'Connor's Offensive,0,0,0,0,0,0,1,0
Universal Rule,0,0,0,0,0,0,0,0
"Iron Curtain: Central Europe, 1945-1989",0,0,0,0,0,0,1,0
Battle for Baghdad,0,0,0,0,0,0,1,0
Friedland 1807,0,0,0,0,0,0,1,0
Los Tesoros del Rey Pirata,0,0,0,0,0,0,0,0
Monsters Ravage America,0,0,1,0,0,0,0,0
Risk: The Dalek Invasion of Earth,0,0,0,0,0,0,0,0
Domain,0,0,0,0,1,0,0,0
Tank on Tank: West Front,0,0,0,0,0,0,1,0
MedFront: War in North Africa 1940-43,0,0,0,0,0,0,1,0
Overlords of Infamy,0,0,0,0,0,0,0,0
Triora: City of Witches,0,0,0,0,0,0,0,0
An Attrition of Souls,0,0,0,0,0,0,1,0
Wadi,0,0,0,0,0,0,0,0
Waving Hands,0,0,0,0,0,0,0,0
Jack The Ripper,0,0,0,0,0,0,0,0
Warzoo,0,0,0,0,0,0,0,0
Kogworks,0,0,0,0,1,0,0,0
None of a Kind,0,0,0,0,0,0,0,0
Autokrator,0,0,1,1,0,0,1,0
The Suits: Season 2,0,0,0,0,0,0,0,0
Pictionary Mania,0,0,0,0,0,0,0,0
The King Commands,0,0,0,0,0,1,0,0
Curli Kuller,0,1,0,0,0,0,0,0
Taiga,0,0,0,0,0,0,0,0
Magnet,0,0,0,0,1,0,0,0
Dreary Hamlet,0,0,0,0,0,0,0,0
Before There Were Stars...,0,0,0,0,0,0,0,0
Kullerhexe,0,0,0,0,0,0,0,0
Comic Hunters,0,0,0,0,0,0,0,0
Code Cracker,0,0,0,0,0,1,0,0
Deus Ex Machina,0,0,0,1,0,1,0,0
ReCURRRing,0,0,0,0,0,0,0,0
Saikoro,0,0,0,0,1,0,0,0
ElfBall,0,0,0,1,0,0,0,0
Wanted 7,0,0,0,0,0,0,0,0
Terrain Vague,0,0,0,0,0,0,0,0
Rice Dice,0,0,0,0,0,0,0,0
Why I Otter,0,0,0,0,0,0,0,0
Check Your 6! Jet Age,0,0,0,0,0,0,1,0
Champions of the Galaxy,0,0,0,0,0,0,0,0
When Lions Sailed,0,0,0,0,0,0,1,0
Guerra de Mitos IV,0,0,0,0,0,0,0,0
Splut!,0,0,0,0,1,0,0,0
Terra,0,0,0,0,0,0,0,0
Gambler × Gamble!,0,0,0,0,0,0,0,0
Perquackey,0,0,0,0,0,0,0,0
Clocks,0,0,0,0,0,0,0,0
Strut!,0,0,0,0,0,0,0,0
Days of Decision,0,0,0,0,0,0,1,0
Slavika,0,0,0,1,0,1,0,0
Gauss,0,0,0,0,1,0,0,0
Jitters,0,0,0,0,0,0,0,0
Spearhead,0,0,0,0,0,0,1,0
Black Seas,0,0,0,0,0,0,1,0
Revanche,0,0,0,0,0,0,0,0
Geek Out! Masters,0,0,0,0,0,0,0,0
For the Queen,0,0,0,0,0,0,0,0
Blacksmith Brothers,0,0,0,0,0,0,0,0
College Basketball Dynasty,0,0,0,0,0,0,0,0
Brick & Mortar,0,0,0,0,0,0,0,0
Goro-Goro Dōbutsu Shōgi,0,0,0,0,0,0,0,0
Cairo,0,0,0,0,0,0,0,0
Kings Progress,0,0,0,0,0,0,0,0
Xenofera,0,0,0,0,0,0,0,0
Professor Pünschge,0,0,0,0,0,0,0,0
Monstertorte,0,0,0,0,0,0,0,0
Oosterbeek Perimeter,0,0,0,0,0,0,1,0
Mini Park,0,0,0,0,0,0,0,0
Office 21,0,0,0,0,0,0,0,0
Ghost Adventure,0,0,0,0,0,0,0,0
Rory's Story Cubes: Medieval,0,0,0,0,0,0,0,0
Pile-Up Rush,0,0,0,0,0,0,0,0
Reconquista,0,0,0,0,0,0,1,0
Stronghold: Undead (Second Edition),0,0,0,0,0,0,0,0
The Legend of Landlock,0,0,0,0,1,0,0,0
Spinner Dominoes,0,0,0,0,1,0,0,0
Family Fluxx,0,0,0,0,0,1,0,0
Warfare in the Age of Reason,0,0,0,0,0,0,1,0
Pokémon Trading Card Game Battle Academy,0,0,0,0,0,0,0,0
Dôjima,0,0,0,0,0,0,0,0
Fox & Chicken,0,0,0,0,0,0,0,0
Pasaraya: Supermarket Manager,0,0,0,0,0,0,0,0
Das Kleine Gespenst,0,1,0,0,0,0,0,0
Great War at Sea: U.S. Navy Plan Black,0,0,0,0,0,0,1,0
"Congo Merc: The Congo, 1964",0,0,0,0,0,0,1,0
Conquest of Speros,0,0,0,0,0,0,0,0
Constructo,0,0,0,0,1,0,0,0
Caesar in Gallia: Conquest on the Ancient Frontier,0,0,0,0,0,0,1,0
Napoleon at the Berezina,0,0,0,0,0,0,1,0
Uncle Chestnut's Table Gype,0,0,0,0,1,0,0,0
Battlefront: WWII,0,0,0,0,0,0,1,0
PARKS Memories: Mountaineer,0,0,0,0,0,0,0,0
Expedition Luxor,0,0,0,0,0,0,0,0
Phase 10 Twist,0,0,0,0,0,0,0,0
China: The Middle Kingdom,0,0,0,0,0,0,1,0
Jedzie pociąg z daleka,0,0,0,0,0,0,0,0
"Eylau: Napoleon's Winter Battle, 1807",0,0,0,0,0,0,1,0
Elixir,0,0,0,0,0,1,0,0
Diceland: Ogre,0,0,1,0,0,0,0,0
The Lord of the Rings: The Two Towers,0,0,0,0,0,0,0,0
Star Smuggler,0,0,1,0,0,0,0,0
Cake Duel,0,0,0,0,0,0,0,0
Det dårlige selskab,0,0,0,0,0,0,0,0
